time,users,connected 
0,15,14 
10,24,9 
20,30,7 
30,49,17 
40,75,28 
50,90,15 
60,125,35 
70,154,28 
80,198,38 
90,254,54 
100,339,71 
110,411,70 
120,420,2 
130,420,-51 
140,420,-36 
150,420,-45 
160,420,-36 
170,420,-16 
180,420,-11 
190,420,-21 
200,420,-17 
210,420,-3 
220,420,-4 
230,420,0 
240,420,-3 
250,420,0 
260,420,-23 
270,420,-81 
280,420,-5 
290,420,0 
300,420,0 
310,420,0 
320,420,0 
330,420,-2 
340,420,-5 
350,420,1 
360,420,0 
370,420,0 
380,420,0 
390,420,0 
400,420,0 
410,420,0 
